IPR000058,"Zinc finger, AN1-type","",DOMAIN
IPR000059,NUDIX_hydrolase_NudL_CS,"NUDIX hydrolase, NudL, conserved site",CONSERVED_SITE
IPR000060,BCCT_transptr,BCCT transporter family,FAMILY
IPR000061,Surp,SWAP/Surp,DOMAIN
IPR000064,NLP_P60_dom,"Endopeptidase, NLPC/P60 domain",DOMAIN
IPR000065,Leptin,Leptin,FAMILY
IPR000066,Antenna_a/b,"Antenna complex, alpha/beta subunit",DOMAIN
IPR000067,FlgMring_FliF,Flagellar M-ring protein FliF,FAMILY
IPR000068,"GPCR, family 3, extracellular calcium-sensing receptor-related","",FAMILY
IPR000069,"Envelope glycoprotein M, flavivirus","",DOMAIN
IPR000070,Pectinesterase_cat,"Pectinesterase, catalytic",DOMAIN
IPR000071,"Immunodeficiency lentiviral matrix, N-terminal","",DOMAIN
IPR000072,PDGF/VEGF_dom,PDGF/VEGF domain,DOMAIN
IPR000073,AB_hydrolase_1,Alpha/beta hydrolase fold-1,DOMAIN
IPR000074,ApoA_E,Apolipoprotein A/E,FAMILY
IPR000076,KCL_cotranspt,K/Cl co-transporter,FAMILY
IPR000077,Ribosomal protein L39e,"",FAMILY
IPR000079,HMGN_fam,High mobility group protein HMGN,FAMILY
IPR000081,"Peptidase C3, picornavirus core protein 2A","",DOMAIN
IPR000082,SEA_dom,SEA domain,DOMAIN
IPR000083,Fibronectin_type1,"Fibronectin, type I",DOMAIN
IPR000084,PE-PGRS_N,"PE-PGRS family, N-terminal",DOMAIN
IPR000085,RuvA,Bacterial DNA recombination protein RuvA,FAMILY
IPR000086,NUDIX_hydrolase_dom,NUDIX hydrolase domain,DOMAIN
IPR000089,Biotin_lipoyl,Biotin/lipoyl attachment,DOMAIN
IPR000090,Flg_Motor_Flig,Flagellar motor switch protein FliG,FAMILY
IPR000091,Huntingtin,Huntingtin,FAMILY
IPR000092,Polyprenyl_synt,Polyprenyl synthetase,FAMILY
IPR000093,DNA_Rcmb_RecR,DNA recombination protein RecR,FAMILY
IPR000095,CRIB_dom,CRIB domain,DOMAIN
IPR000096,Serum_amyloid_A,Serum amyloid A protein,FAMILY
IPR000098,Interleukin-10,"",FAMILY
IPR000100,RNase_P,Ribonuclease P,FAMILY
IPR000101,GGT_peptidase,Gamma-glutamyltranspeptidase,FAMILY
IPR000102,MAP1B_neuraxin,Neuraxin/MAP1B repeat,REPEAT
IPR000103,Pyridine_nuc-diS_OxRdtase_2,"Pyridine nucleotide-disulphide oxidoreductase, class-II",FAMILY
IPR000104,Antifreeze_1,"Antifreeze protein, type I",FAMILY
IPR000105,Mu opioid receptor,"",FAMILY
IPR000109,POT_fam,Proton-dependent oligopeptide transporter family,FAMILY
IPR000110,Ribosomal_S1,Ribosomal protein S1,FAMILY
IPR000111,Glyco_hydro_27/36_CS,"Glycoside hydrolase family 27/36, conserved site",CONSERVED_SITE
IPR000112,"GPCR, family 3, metabotropic glutamate receptor 6","",FAMILY
IPR000114,Ribosomal_L16,Ribosomal protein L16,FAMILY
IPR000115,PRibGlycinamide_synth,Phosphoribosylglycinamide synthetase,FAMILY
IPR000116,HMGA,High mobility group protein HMGA,FAMILY
IPR000117,Kappa casein,"",FAMILY
IPR000118,Granulin,Granulin,DOMAIN
IPR000119,Hist_DNA-bd,Histone-like DNA-binding protein,FAMILY
IPR000120,Amidase,Amidase,FAMILY
IPR000121,PEP_util_C,"PEP-utilising enzyme, C-terminal",DOMAIN
IPR000123,Reverse_transcriptase_msDNA,"RNA-directed DNA polymerase (reverse transcriptase), msDNA",FAMILY
IPR000124,Spermadhesin,"",FAMILY
IPR000125,Glyco_hydro_14A_bac,"Glycoside hydrolase, family 14A, bacterial",FAMILY
IPR000126,V8_ser_AS,"Serine proteases, V8 family, serine active site",ACTIVE_SITE
IPR000128,Progest_rcpt,Progesterone receptor,FAMILY
IPR000131,ATP_synth_F1_gsu,"ATP synthase, F1 complex, gamma subunit",FAMILY
IPR000132,Nitrilase/CN_hydratase_CS,"Nitrilase/cyanide hydratase, conserved site",CONSERVED_SITE
IPR000133,ER_ret_rcpt,ER lumen protein retaining receptor,FAMILY
IPR000136,Oleosin,"",FAMILY
IPR000138,HMG_CoA_lyase_AS,"Hydroxymethylglutaryl-CoA lyase, active site",ACTIVE_SITE
IPR000141,Prostaglandin F receptor,"",FAMILY
IPR000142,P2Y purinoceptor 1,"",FAMILY
IPR000143,Geminivirus MSV 27Kd coat protein,"",FAMILY
IPR000144,"GPCR, family 3, metabotropic glutamate receptor 8","",FAMILY
IPR000145,"Outer capsid protein VP5, Orbivirus","",FAMILY
IPR000146,FBPase_class-1,"Fructose-1,6-bisphosphatase class 1",FAMILY
IPR000147,Angiotensin II receptor type 2,"",FAMILY
IPR000148,Papillomavirus E7,"",FAMILY
IPR000149,"Haemagglutinin, influenzavirus A","",FAMILY
IPR000150,Cof,Cof family,FAMILY
IPR000151,"Ciliary neurotrophic factor, CNTF","",FAMILY
IPR000152,EGF-type_Asp/Asn_hydroxyl_site,EGF-type aspartate/asparagine hydroxylation site,PTM
IPR000153,"Reovirus, outer capsid sigma 3","",FAMILY
IPR000154,Prostanoid EP3 receptor type 3,"",FAMILY
IPR000155,Melanocortin 4 receptor,"",FAMILY
IPR000156,Ran_bind_dom,Ran binding domain,DOMAIN
IPR000157,TIR_dom,Toll/interleukin-1 receptor homology (TIR) domain,DOMAIN
IPR000158,Cell_div_FtsZ,Cell division protein FtsZ,FAMILY
IPR000159,RA_dom,Ras-associating (RA) domain,DOMAIN
IPR000160,GGDEF_dom,GGDEF domain,DOMAIN
IPR000161,Vasopressin V2 receptor,"",FAMILY
IPR000162,GPCR_3_mtglu_rcpt,"GPCR, family 3, metabotropic glutamate receptor",FAMILY
IPR000163,Prohibitin,Prohibitin,FAMILY
IPR000164,Histone_H3/CENP-A,Histone H3/CENP-A,FAMILY
IPR000165,Glucoamylase,Glucoamylase,FAMILY
IPR000167,Dehydrin,"",FAMILY
IPR000169,Pept_cys_AS,"Cysteine peptidase, cysteine active site",ACTIVE_SITE
IPR000170,High_potential_FeS_prot,High potential iron-sulphur protein,DOMAIN
IPR000172,GMC_OxRdtase_N,"Glucose-methanol-choline oxidoreductase, N-terminal",DOMAIN
IPR000174,CXC chemokine receptor 1/2,"",FAMILY
IPR000175,Na/ntran_symport,Sodium:neurotransmitter symporter,FAMILY
IPR000176,mRNA methyltransferase-like,"",FAMILY
IPR000177,Apple,Apple domain,DOMAIN
IPR000178,TF_IF2_bacterial-like,"Translation initiation factor aIF-2, bacterial-like",FAMILY
IPR000180,Dipep_AS,"Membrane dipeptidase, active site",ACTIVE_SITE
IPR000182,GNAT_dom,GNAT domain,DOMAIN
IPR000183,Orn/DAP/Arg_de-COase,Ornithine/DAP/Arg decarboxylase,FAMILY
IPR000184,Bac_surfAg_D15,Bacterial surface antigen (D15),DOMAIN
IPR000185,SecA,Protein translocase subunit SecA,FAMILY
IPR000186,IL-5,Interleukin-5,FAMILY
IPR000187,Corticotropin-releasing factor,"",DOMAIN
IPR000189,Transglyc_AS,"Prokaryotic transglycosylase, active site",ACTIVE_SITE
IPR000190,Angiotensin II receptor type 1,"",FAMILY
IPR000192,Aminotrans_V_dom,Aminotransferase class V domain,DOMAIN
IPR000194,ATPase_F1/V1/A1_a/bsu_nucl-bd,"ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain",DOMAIN
IPR000195,Rab-GTPase-TBC_dom,Rab-GTPase-TBC domain,DOMAIN
IPR000196,Ribosomal_L19/L19e,Ribosomal protein L19/L19e,DOMAIN
IPR000197,Znf_TAZ,"Zinc finger, TAZ-type",DOMAIN
IPR000198,RhoGAP_dom,Rho GTPase-activating protein domain,DOMAIN
IPR000199,"Peptidase C3A/C3B, picornaviral","",DOMAIN
IPR000200,Peptidase_C10,"Peptidase C10, streptopain",FAMILY
IPR000201,"Hepadnaviral P protein, N-terminal","",DOMAIN
IPR000202,GPCR_3_mtglu_rcpt_5,"GPCR, family 3, metabotropic glutamate receptor 5",FAMILY
IPR000203,GPS,GPS motif,DOMAIN
IPR000204,Orexin receptor family,"",FAMILY
IPR000206,Ribosomal_L7/12,Ribosomal protein L7/L12,FAMILY
IPR000207,Alpha 2B adrenoceptor,"",FAMILY
IPR000208,"RNA-directed RNA polymerase, flavivirus","",DOMAIN
IPR000209,Peptidase_S8/S53_dom,Peptidase S8/S53 domain,DOMAIN
IPR000210,BTB/POZ_dom,BTB/POZ domain,DOMAIN
IPR000211,Geminivirus BL1 movement protein,"",FAMILY
IPR000212,DNA_helicase_UvrD/REP,"DNA helicase, UvrD/REP type",FAMILY
IPR000213,VitD-bd,Vitamin D-binding protein,FAMILY
IPR000214,Znf_DNA_glyclase/AP_lyase,"Zinc finger, DNA glycosylase/AP lyase-type",DOMAIN
IPR000215,Serpin_fam,Serpin family,FAMILY
IPR000217,Tubulin,Tubulin,FAMILY
IPR000218,Ribosomal_L14P,Ribosomal protein L14P,FAMILY
IPR000219,DH-domain,Dbl homology (DH) domain,DOMAIN
IPR000221,Protamine P1,"",FAMILY
IPR000222,PP2C_BS,"PPM-type phosphatase, divalent cation binding",BINDING_SITE
IPR000223,Pept_S26A_signal_pept_1,"Peptidase S26A, signal peptidase I",FAMILY
IPR000225,Armadillo,Armadillo,REPEAT
IPR000227,Angiotensinogen,"",FAMILY
IPR000228,RNA3'_term_phos_cyc,RNA 3'-terminal phosphate cyclase,FAMILY
IPR000229,"Nucleocapsid protein, arenaviridae","",FAMILY
IPR000231,Ribosomal protein L30e,"",FAMILY
IPR000232,"Heat shock factor (HSF)-type, DNA-binding","",DOMAIN
IPR000233,Cadherin_cytoplasmic-dom,"Cadherin, cytoplasmic domain",DOMAIN
IPR000234,Herpesvirus Glycoprotein B,"",FAMILY
IPR000235,Ribosomal_S5/S7,Ribosomal protein S5/S7,FAMILY
IPR000236,Transactivation protein X,"",FAMILY
IPR000237,GRIP_dom,GRIP domain,DOMAIN
IPR000238,RbfA,Ribosome-binding factor A,FAMILY
IPR000239,GPCR_kinase,GPCR kinase,FAMILY
IPR000240,Serpin_B9/Maspin,Serpin B9/maspin,FAMILY
IPR000241,RNA_methylase_dom,Putative RNA methylase domain,DOMAIN
IPR000242,PTPase_domain,PTP type protein phosphatase,DOMAIN
IPR000243,Pept_T1A_subB,"Peptidase T1A, proteasome beta-subunit",FAMILY
IPR000244,Ribosomal_L9,Ribosomal protein L9,FAMILY
IPR000245,ATPase_proteolipid_csu,V-ATPase proteolipid subunit,FAMILY
IPR000246,Peptidase_T2,"Peptidase T2, asparaginase 2",FAMILY
IPR000247,Cucumovirus coat protein,"",FAMILY
IPR000248,Angiotensin II receptor family,"",FAMILY
IPR000249,Microcompartment_bac,"Microcompartment protein, bacteria",DOMAIN
IPR000250,Peptidase_G1,Peptidase G1,FAMILY
IPR000253,FHA_dom,Forkhead-associated (FHA) domain,DOMAIN
IPR000254,"Cellulose-binding domain, fungal","",DOMAIN
IPR000256,Influenza A virus NS1 protein,"",FAMILY
IPR000257,Uroporphyrinogen_deCOase,Uroporphyrinogen decarboxylase (URO-D),DOMAIN
IPR000258,Ice_nucleatn,"Bacterial ice-nucleation, octamer repeat",REPEAT
IPR000259,Adhesion_dom_fimbrial,Fimbrial-type adhesion domain,DOMAIN
IPR000260,NADH4_N,"NADH:ubiquinone oxidoreductase chain 4, N-terminal",DOMAIN
IPR000261,EH_dom,EH domain,DOMAIN
IPR000262,FMN-dep_DH,FMN-dependent dehydrogenase,DOMAIN
IPR000263,Geminivirus AR1/BR1 coat protein,"",FAMILY
IPR000264,ALB/AFP/VDB,ALB/AFP/VDB,FAMILY
IPR000265,Prostglndn_EP3_rcpt,Prostanoid EP3 receptor,FAMILY
IPR000266,Ribosomal_S17/S11,Ribosomal protein S17/S11,FAMILY
IPR000268,RNAP_N/Rpb10,"DNA-directed RNA polymerase, subunit N/Rpb10",FAMILY
IPR000269,Cu_amine_oxidase,Copper amine oxidase,FAMILY
IPR000270,PB1_dom,PB1 domain,DOMAIN
IPR000271,Ribosomal_L34,Ribosomal protein L34,FAMILY
IPR000272,Ion-transport_regulator_FXYD,"Ion-transport regulator, FXYD motif",FAMILY
IPR000274,Adenylate_cyclase_1,"Adenylate cyclase, class-I",FAMILY
IPR000275,Coagulin,"",FAMILY
IPR000276,GPCR_Rhodpsn,"G protein-coupled receptor, rhodopsin-like",FAMILY
IPR000277,Cys/Met-Metab_PyrdxlP-dep_enz,"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme",FAMILY
IPR000280,"Pestivirus NS3, peptidase S31","",DOMAIN
IPR000281,HTH_RpiR,Helix-turn-helix protein RpiR,DOMAIN
IPR000283,NADH_UbQ_OxRdtase_75kDa_su_CS,"NADH:ubiquinone oxidoreductase, 75kDa subunit, conserved site",CONSERVED_SITE
IPR000286,His_deacetylse,Histone deacetylase superfamily,FAMILY
IPR000289,Ribosomal protein S28e,"",FAMILY
IPR000290,Colicin_pyocin,Colicin immunity protein/pyocin immunity protein,FAMILY
IPR000291,D-Ala_lig_Van_CS,"D-alanine--D-alanine ligase/VANA/B/C, conserved site",CONSERVED_SITE
IPR000292,For/NO2_transpt,Formate/nitrite transporter,FAMILY
IPR000293,Channel_colicin_C,"Channel forming colicin, C-terminal cytotoxic",DOMAIN
IPR000294,GLA_domain,Gamma-carboxyglutamic acid-rich (GLA) domain,DOMAIN
IPR000296,Cation-dependent mannose-6-phosphate receptor,"",FAMILY
IPR000297,PPIase_PpiC,"Peptidyl-prolyl cis-trans isomerase, PpiC-type",DOMAIN
IPR000298,Cyt_c_oxidase-like_su3,Cytochrome c oxidase subunit III-like,DOMAIN
IPR000299,FERM_domain,FERM domain,DOMAIN
IPR000300,IPPc,Inositol polyphosphate-related phosphatase,DOMAIN
IPR000301,Tetraspanin,"",FAMILY
IPR000304,Pyrroline-COOH_reductase,Pyrroline-5-carboxylate reductase,FAMILY
IPR000305,GIY-YIG_endonuc,GIY-YIG endonuclease,DOMAIN
IPR000306,Znf_FYVE,FYVE zinc finger,DOMAIN
IPR000307,Ribosomal_S16,Ribosomal protein S16,FAMILY
IPR000308,14-3-3,14-3-3 protein,FAMILY
IPR000310,Orn/Lys/Arg_deCO2ase_major_dom,"Orn/Lys/Arg decarboxylase, major domain",DOMAIN
IPR000312,Glycosyl_Trfase_fam3,"Glycosyl transferase, family 3",DOMAIN
IPR000313,PWWP_dom,PWWP domain,DOMAIN
IPR000314,Gastrin receptor,"",FAMILY
IPR000315,Znf_B-box,B-box-type zinc finger,DOMAIN
IPR000316,"Plant EC metallothionein-like protein, family 15","",FAMILY
IPR000317,"Peptidase C24, Calicivirus polyprotein Orf1","",DOMAIN
IPR000318,Nase_comp1_CS,"Nitrogenase component 1, conserved site",CONSERVED_SITE
IPR000319,Asp-semialdehyde_DH_CS,"Aspartate-semialdehyde dehydrogenase, conserved site",CONSERVED_SITE
IPR000320,Hedgehog_signalling_dom,"Hedgehog, N-terminal signalling domain",DOMAIN
IPR000321,Delta opioid receptor,"",FAMILY
IPR000322,Glyco_hydro_31,Glycoside hydrolase family 31,FAMILY
IPR000323,Cu2_ascorb_mOase_N,"Copper type II, ascorbate-dependent monooxygenase, N-terminal",DOMAIN
IPR000324,Vitamin D receptor,"",FAMILY
IPR000326,P_Acid_Pase_2/haloperoxidase,Phosphatidic acid phosphatase type 2/haloperoxidase,DOMAIN
IPR000327,POU_dom,POU-specific domain,DOMAIN
IPR000328,Retroviral envelope protein GP41-like,"",DOMAIN
IPR000329,Uteroglobin,"",FAMILY
IPR000330,SNF2_N,"SNF2-related, N-terminal domain",DOMAIN
IPR000331,Rap_GAP_dom,Rap GTPase activating protein domain,DOMAIN
IPR000332,Beta 2 adrenoceptor,"",FAMILY
IPR000333,TGFB_receptor,"Ser/Thr protein kinase, TGFB receptor",FAMILY
IPR000334,Glyco_hydro_45,"Glycoside hydrolase, family 45",DOMAIN
IPR000335,Bleomycin-R,Bleomycin resistance protein,FAMILY
IPR000336,"Flavivirus/Alphavirus glycoprotein, immunoglobulin-like domain superfamily","",HOMOLOGOUS_SUPERFAMILY
IPR000337,GPCR_3,"GPCR, family 3",FAMILY
IPR000340,Dual-sp_phosphatase_cat-dom,"Dual specificity phosphatase, catalytic domain",DOMAIN
IPR000341,PI3K_Ras-bd_dom,Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain,DOMAIN
IPR000343,4pyrrol_synth_GluRdtase,"Tetrapyrrole biosynthesis, glutamyl-tRNA reductase",FAMILY
IPR000344,"7TM GPCR, serpentine receptor class a (Sra)","",FAMILY
IPR000346,Hyperglycemic hormone type 1,"",FAMILY
IPR000347,"Metallothionein, family 15, plant","",FAMILY
IPR000349,Large envelope protein S,"",FAMILY
IPR000351,Neuropeptide Y1 receptor,"",FAMILY
IPR000352,Pep_chain_release_fac_I_II,Peptide chain release factor class I/class II,DOMAIN
IPR000353,"MHC class II, beta chain, N-terminal","",DOMAIN
IPR000354,Involucrin repeat,"",REPEAT
IPR000355,Chemokine_rcpt,Chemokine receptor family,FAMILY
IPR000356,P2Y2 purinoceptor,"",FAMILY
IPR000357,HEAT,HEAT repeat,REPEAT
IPR000358,RNR_small_fam,Ribonucleotide reductase small subunit family,FAMILY
IPR000361,FeS_biogenesis,FeS cluster biogenesis,DOMAIN
IPR000362,Fumarate_lyase_fam,Fumarate lyase family,FAMILY
IPR000363,ADRA1D_rcpt,Alpha 1D adrenoceptor,FAMILY
IPR000366,GPCR_STE2,"GPCR fungal pheromone mating factor, STE2",FAMILY
IPR000367,Gprotein_alpha_S,"G-protein alpha subunit, group S",FAMILY
IPR000368,Sucrose_synth,Sucrose synthase,DOMAIN
IPR000369,"Potassium channel, voltage-dependent, beta subunit, KCNE","",FAMILY
IPR000370,Prostacyclin (prostanoid IP) receptor,"",FAMILY
IPR000371,P2Y3 purinoceptor,"",FAMILY
IPR000372,LRRNT,Leucine-rich repeat N-terminal domain,DOMAIN
IPR000374,PC_trans,Phosphatidate cytidylyltransferase,FAMILY
IPR000375,Dynamin_central,Dynamin central domain,DOMAIN
IPR000376,Prostaglandin D receptor,"",FAMILY
IPR000377,5-Hydroxytryptamine 2C receptor,"",FAMILY
IPR000378,Opsin red/green sensitive,"",FAMILY
IPR000380,Topo_IA,"DNA topoisomerase, type IA",FAMILY
IPR000381,Inhibin_betaB,"Inhibin, beta B subunit",FAMILY
IPR000382,"Peptidase S39B, luteovirus","",DOMAIN
IPR000383,Xaa-Pro-like_dom,Xaa-Pro dipeptidyl-peptidase-like domain,DOMAIN
IPR000385,MoaA_NifB_PqqE_Fe-S-bd_CS,"MoaA/nifB/pqqE, iron-sulphur binding, conserved site",CONSERVED_SITE
IPR000386,"Haemagglutinin, influenzavirus B","",FAMILY
IPR000387,TYR_PHOSPHATASE_dom,Tyrosine specific protein phosphatases domain,DOMAIN
IPR000388,Sulphonylurea receptor,"",FAMILY
IPR000389,Small_hydrophilic_seed_prot,Small hydrophilic plant seed protein,FAMILY
IPR000390,Small_multidrug_res,Small multidrug resistance protein family,FAMILY
IPR000391,Rng_hydr_dOase-bsu,Ring-hydroxylating dioxygenase beta subunit,FAMILY
IPR000392,NifH/frxC,NifH/frxC family,FAMILY
IPR000393,Neuropeptide Y5 receptor,"",FAMILY
IPR000394,RNA_pol_sigma_54,RNA polymerase sigma factor 54,FAMILY
IPR000395,"Botulinum/Tetanus toxin, catalytic chain","",DOMAIN
IPR000396,Pdiesterase2,"Cyclic-AMP phosphodiesterase, class-II",FAMILY
IPR000397,Heat_shock_Hsp33,Heat shock protein Hsp33,FAMILY
IPR000398,Thymidylate_synthase,Thymidylate synthase,FAMILY
IPR000399,TPP-bd_CS,"TPP-binding enzyme, conserved site",CONSERVED_SITE
IPR000400,Glyco_hydro_46,"Glycoside hydrolase, family 46",FAMILY
IPR000402,Na/K_ATPase_sub_beta,Sodium/potassium-transporting ATPase subunit beta,FAMILY
IPR000403,PI3/4_kinase_cat_dom,"Phosphatidylinositol 3-/4-kinase, catalytic domain",DOMAIN
IPR000404,Flavivirus non-structural protein NS4A,"",DOMAIN
IPR000405,Galanin receptor family,"",FAMILY
IPR000406,Rho_GDI,Rho protein GDP-dissociation inhibitor,FAMILY
IPR000407,GDA1_CD39_NTPase,Nucleoside phosphatase GDA1/CD39,FAMILY
IPR000408,Reg_chr_condens,"Regulator of chromosome condensation, RCC1",REPEAT
IPR000409,BEACH_dom,BEACH domain,DOMAIN
IPR000412,ABC_2_transport,ABC-2 transporter,FAMILY
IPR000413,Integrin_alpha,Integrin alpha chain,FAMILY
IPR000415,Nitroreductase-like,Nitroreductase-like,HOMOLOGOUS_SUPERFAMILY
IPR000416,"Haemagglutinin outer capsid protein VP4, concanavalin-like domain","",DOMAIN
IPR000417,Hyethyz_kinase,Hydroxyethylthiazole kinase,FAMILY
IPR000418,Ets_dom,Ets domain,DOMAIN
IPR000420,Yeast_PIR,Yeast PIR protein repeat,REPEAT
IPR000421,FA58C,Coagulation factor 5/8 C-terminal domain,DOMAIN
IPR000422,DHBP_synthase_RibB,"3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB",FAMILY
IPR000424,Primosome_PriB/ssb,Primosome PriB/single-strand DNA-binding,FAMILY
IPR000425,MIP,Major intrinsic protein,FAMILY
IPR000426,Proteasome_asu_N,"Proteasome alpha-subunit, N-terminal domain",DOMAIN
IPR000427,"Papillomavirus E2, C-terminal","",DOMAIN
IPR000428,Cu-bd,Copper ion binding protein,FAMILY
IPR000429,"Proteinase inhibitor I14, hirudin","",FAMILY
IPR000431,5-Hydroxytryptamine 5B receptor,"",FAMILY
IPR000432,DNA_mismatch_repair_MutS_C,"DNA mismatch repair protein MutS, C-terminal",DOMAIN
IPR000433,"Zinc finger, ZZ-type","",DOMAIN
IPR000434,Polycystic kidney disease type 1 protein,"",FAMILY
IPR000435,Tektin,"",FAMILY
IPR000436,Sushi_SCR_CCP_dom,Sushi/SCR/CCP domain,DOMAIN
IPR000438,Acetyl_CoA_COase_Trfase_b_su,"Acetyl-CoA carboxylase carboxyl transferase, beta subunit",FAMILY
IPR000439,Ribosomal protein L15e,"",FAMILY
IPR000440,NADH_UbQ/plastoQ_OxRdtase_su3,"NADH:ubiquinone/plastoquinone oxidoreductase, chain 3",FAMILY
IPR000443,Pro-islet amyloid polypeptide,"",FAMILY
IPR000445,HhH_motif,Helix-hairpin-helix motif,CONSERVED_SITE
IPR000447,G3P_DH_FAD-dep,FAD-dependent glycerol-3-phosphate dehydrogenase,FAMILY
IPR000448,Rhabdovirus nucleocapsid,"",DOMAIN
IPR000450,5-Hydroxytryptamine 1F receptor,"",FAMILY
IPR000451,NFkB/Dor,NF-kappa-B/Dorsal,FAMILY
IPR000452,Kappa opioid receptor,"",FAMILY
IPR000453,Chorismate_synth,Chorismate synthase,FAMILY
IPR000454,ATP_synth_F0_csu,"ATP synthase, F0 complex, subunit C",FAMILY
IPR000455,5HT2A_rcpt,5-Hydroxytryptamine 2A receptor,FAMILY
IPR000456,Ribosomal_L17,Ribosomal protein L17,FAMILY
IPR000458,Mucin-like glycoprotein,"",FAMILY
IPR000460,Nlgn,Neuroligin,FAMILY
IPR000462,CDP-OH_P_trans,CDP-alcohol phosphatidyltransferase,FAMILY
IPR000463,Fatty_acid-bd,Cytosolic fatty-acid binding,DOMAIN
IPR000465,XPA,"",FAMILY
IPR000466,Adenosine A3 receptor,"",FAMILY
IPR000467,G_patch_dom,G-patch domain,DOMAIN
IPR000468,Barstar,Barstar (barnase inhibitor),DOMAIN
IPR000469,"G-protein alpha subunit, group 12/13","",FAMILY
IPR000470,CbxX_CfqX_mono,"CbxX/CfqX, monofunctional",FAMILY
IPR000471,Interferon_alpha/beta/delta,Interferon alpha/beta/delta,FAMILY
IPR000472,Activin_recp,Activin types I and II receptor domain,DOMAIN
IPR000473,Ribosomal_L36,Ribosomal protein L36,FAMILY
IPR000475,Retroviral Vif (Viral infectivity) protein,"",FAMILY
IPR000476,Glyco_hormone,Glycoprotein hormone alpha chain,FAMILY
IPR000477,RT_dom,Reverse transcriptase domain,DOMAIN
IPR000479,CIMR,Cation-independent mannose-6-phosphate receptor,REPEAT
IPR000480,Glutelin,Glutelin,FAMILY
IPR000481,GPCR fungal pheromone B alpha receptor,"",FAMILY
IPR000482,5-Hydroxytryptamine 2B receptor,"",FAMILY
IPR000483,Cys-rich_flank_reg_C,"Cysteine-rich flanking region, C-terminal",DOMAIN
IPR000484,Photo_RC_L/M,"Photosynthetic reaction centre, L/M",FAMILY
IPR000485,AsnC-type_HTH_dom,AsnC-type HTH domain,DOMAIN
IPR000486,Xdiol_ring_cleave_dOase_1/2,"Extradiol ring-cleavage dioxygenase, class I /II",CONSERVED_SITE
IPR000487,Flavivirus non-structural protein NS2B,"",DOMAIN
IPR000488,Death_domain,Death domain,DOMAIN
