#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	Host	SNP cluster	Min-same	Min-diff	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
Listeria monocytogenes	OSF060800		PDT000192115.2	2017-03-10T23:33:20Z	USA:TX	Environmental sponge	environmental/other		PDS000024767.18	1		abc-f=HMM,fosX=COMPLETE,lin=COMPLETE,tet(M)=COMPLETE	SAMN06457917	PDG000000001.2009	Listeria monocytogenes	GCA_004689085.1				2014	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		524566	20	3024637	PAIRED	ILLUMINA	SRR5335960	CFSAN	2017-03-10T21:36:07Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE,tet(M)=COMPLETE	SKESA v. 2.2			1639	AABBGI	AABBGI000000000.1
Listeria monocytogenes	OSF060795		PDT000192126.2	2017-03-10T23:33:22Z	USA:TX	Environmental sponge	environmental/other		PDS000024767.18	8		abc-f=HMM,fosX=COMPLETE,lin=COMPLETE,tet(M)=COMPLETE	SAMN06457922	PDG000000001.2009	Listeria monocytogenes	GCA_004687965.1				2014	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		509365	25	3015156	PAIRED	ILLUMINA	SRR5335971	CFSAN	2017-03-10T21:36:07Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE,tet(M)=COMPLETE	SKESA v. 2.2			1639	AABBGP	AABBGP000000000.1
Listeria monocytogenes	OSF061676		PDT000193682.2	2017-03-18T00:21:20Z	USA:TX	Environmental sponge	environmental/other		PDS000024767.18	2		abc-f=HMM,fosX=COMPLETE,lin=COMPLETE,tet(M)=COMPLETE,vanC=PARTIAL_END_OF_CONTIG,vanXY-C=COMPLETE	SAMN06555549	PDG000000001.2009	Listeria monocytogenes	GCA_004434035.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		146629	95	3124573	PAIRED	ILLUMINA	SRR5353322	CFSAN	2017-03-17T22:45:07Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE,tet(M)=COMPLETE,vanC=PARTIAL_END_OF_CONTIG,vanXY-C=COMPLETE	SKESA v. 2.2			1639	AAAKXZ	AAAKXZ000000000.1
Listeria monocytogenes	OSF061677		PDT000193707.2	2017-03-18T00:21:25Z	USA:TX	Environmental sponge	environmental/other		PDS000024767.18	2		abc-f=HMM,fosX=COMPLETE,lin=COMPLETE,tet(M)=COMPLETE,vanR=PARTIAL_END_OF_CONTIG,vanS=PARTIAL_END_OF_CONTIG,vanXY-C=COMPLETE	SAMN06555548	PDG000000001.2009	Listeria monocytogenes	GCA_004434285.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		523093	91	3152350	PAIRED	ILLUMINA	SRR5353347	CFSAN	2017-03-17T22:46:08Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE,tet(M)=COMPLETE,vanR=PARTIAL_END_OF_CONTIG,vanS=PARTIAL_END_OF_CONTIG,vanXY-C=COMPLETE	SKESA v. 2.2			1639	AAAKYB	AAAKYB000000000.1
Listeria monocytogenes	OSF060782		PDT000191376.2	2017-03-07T17:35:39Z	USA:KY	Environmental sponge	environmental/other		PDS000024470.18	16	15	fosX=COMPLETE,lin=COMPLETE	SAMN06457935	PDG000000001.2009	Listeria monocytogenes	GCA_004685225.1				2014	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		437027	35	3078863	PAIRED	ILLUMINA	SRR5318322	CFSAN	2017-03-07T16:39:07Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABBCH	AABBCH000000000.1
Listeria monocytogenes	OSF060783		PDT000191378.2	2017-03-07T17:35:39Z	USA:KY	Environmental sponge	environmental/other		PDS000024470.18	1	11	fosX=COMPLETE,lin=COMPLETE	SAMN06457934	PDG000000001.2009	Listeria monocytogenes	GCA_004686885.1				2014	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436919	35	3093488	PAIRED	ILLUMINA	SRR5318324	CFSAN	2017-03-07T16:40:07Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABBCJ	AABBCJ000000000.1
Listeria monocytogenes	OSF060778		PDT000191383.2	2017-03-07T17:35:40Z	USA:KY	Environmental sponge	environmental/other		PDS000024470.18	2	14	fosX=COMPLETE,lin=COMPLETE	SAMN06457939	PDG000000001.2009	Listeria monocytogenes	GCA_004685405.1				2014	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		311009	45	3085192	PAIRED	ILLUMINA	SRR5318344	CFSAN	2017-03-07T16:40:07Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABBCO	AABBCO000000000.1
Listeria monocytogenes	OSF060780		PDT000191384.2	2017-03-07T17:35:40Z	USA:KY	Environmental sponge	environmental/other		PDS000024470.18	1	12	fosX=COMPLETE,lin=COMPLETE	SAMN06457937	PDG000000001.2009	Listeria monocytogenes	GCA_004686485.1				2014	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		75469	94	3078115	PAIRED	ILLUMINA	SRR5318345	CFSAN	2017-03-07T16:40:07Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABBCP	AABBCP000000000.1
Listeria monocytogenes	OSF060779		PDT000191385.2	2017-03-07T17:35:40Z	USA:KY	Environmental sponge	environmental/other		PDS000024470.18	1	20	fosX=COMPLETE,lin=COMPLETE	SAMN06457938	PDG000000001.2009	Listeria monocytogenes	GCA_004686165.1				2014	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		59306	117	3081459	PAIRED	ILLUMINA	SRR5318346	CFSAN	2017-03-07T16:40:07Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABBCS	AABBCS000000000.1
Listeria monocytogenes	OSF060775		PDT000191386.2	2017-03-07T17:35:40Z	USA:KY	Environmental sponge	environmental/other		PDS000024470.18	3	15	fosX=COMPLETE,lin=COMPLETE	SAMN06457942	PDG000000001.2009	Listeria monocytogenes	GCA_004685445.1				2014	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436920	32	3099670	PAIRED	ILLUMINA	SRR5318347	CFSAN	2017-03-07T16:41:07Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABBCQ	AABBCQ000000000.1
Listeria monocytogenes	OSF060777		PDT000191395.2	2017-03-07T17:35:42Z	USA:KY	Environmental sponge	environmental/other		PDS000024470.18	0	12	fosX=COMPLETE,lin=COMPLETE	SAMN06457940	PDG000000001.2009	Listeria monocytogenes	GCA_004685505.1				2014	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		377322	37	3042499	PAIRED	ILLUMINA	SRR5318356	CFSAN	2017-03-07T16:42:06Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABBDA	AABBDA000000000.1
Listeria monocytogenes	OSF060958		PDT000192091.2	2017-03-10T23:33:02Z	USA:KY	Environmental sponge	environmental/other		PDS000024470.18	0	12	fosX=COMPLETE,lin=COMPLETE,vanC=PARTIAL_END_OF_CONTIG,vanS=PARTIAL_END_OF_CONTIG,vanT=PARTIAL_END_OF_CONTIG	SAMN06477642	PDG000000001.2009	Listeria monocytogenes	GCA_004432565.1				2014	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		149732	138	3259024	PAIRED	ILLUMINA	SRR5335936	CFSAN	2017-03-10T21:31:19Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE,vanC=PARTIAL_END_OF_CONTIG,vanS=PARTIAL_END_OF_CONTIG,vanT=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			1639	AAAKVK	AAAKVK000000000.1
Listeria monocytogenes	OSF061664		PDT000193713.2	2017-03-18T00:21:26Z	USA:FL	Environmental sponge	environmental/other		PDS000024470.18	17	16	fosX=COMPLETE,lin=COMPLETE	SAMN06555516	PDG000000001.2009	Listeria monocytogenes	GCA_004392785.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436919	88	3210332	PAIRED	ILLUMINA	SRR5353353	CFSAN	2017-03-17T22:46:08Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAICB	AAAICB000000000.1
Listeria monocytogenes	08B08300C-1		PDT000215691.2	2017-06-05T21:21:46Z	USA:NY	sponge	environmental/other		PDS000024470.18	0	16	fosX=COMPLETE,lin=COMPLETE	SAMN07173324	PDG000000001.2009	Listeria monocytogenes	GCA_004595555.1				2008-09-15	bcrB=COMPLETE,bcrC=COMPLETE	NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		69153	88	2983225	PAIRED	ILLUMINA	SRR5645627	CFSAN	2017-06-05T18:58:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAUWC	AAAUWC000000000.1
Listeria monocytogenes	08B08300M-1		PDT000215693.2	2017-06-05T21:21:46Z	USA:NY	sponge	environmental/other		PDS000024470.18	0	16	fosX=COMPLETE,lin=COMPLETE	SAMN07173342	PDG000000001.2009	Listeria monocytogenes	GCA_004595655.1				2008-09-15	bcrB=COMPLETE,bcrC=COMPLETE	NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		59468	99	2985566	PAIRED	ILLUMINA	SRR5645629	CFSAN	2017-06-05T18:58:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAUWD	AAAUWD000000000.1
Listeria monocytogenes	08B08300O-1		PDT000215694.2	2017-06-05T21:21:46Z	USA:NY	sponge	environmental/other		PDS000024470.18	0	16	fosX=COMPLETE,lin=COMPLETE	SAMN07173340	PDG000000001.2009	Listeria monocytogenes	GCA_004437825.1				2008-09-15	bcrB=COMPLETE,bcrC=COMPLETE	NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		81772	66	3024098	PAIRED	ILLUMINA	SRR5645630	CFSAN	2017-06-05T18:58:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAALID	AAALID000000000.1
Listeria monocytogenes	08B08300E-1		PDT000215696.2	2017-06-05T21:21:47Z	USA:NY	sponge	environmental/other		PDS000024470.18	1	17	fosX=COMPLETE,lin=COMPLETE	SAMN07173346	PDG000000001.2009	Listeria monocytogenes	GCA_004595715.1				2008-09-15	bcrB=COMPLETE,bcrC=COMPLETE	NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		95633	61	2988170	PAIRED	ILLUMINA	SRR5645633	CFSAN	2017-06-05T18:58:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAUWH	AAAUWH000000000.1
Listeria monocytogenes	08B08300D-1		PDT000215697.2	2017-06-05T21:21:47Z	USA:NY	sponge	environmental/other		PDS000024470.18	1	17	fosX=COMPLETE,lin=COMPLETE	SAMN07173323	PDG000000001.2009	Listeria monocytogenes	GCA_004595675.1				2008-09-15	bcrB=COMPLETE,bcrC=COMPLETE	NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		97247	56	3007703	PAIRED	ILLUMINA	SRR5645634	CFSAN	2017-06-05T18:58:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAUWM	AAAUWM000000000.1
Listeria monocytogenes	08B08300K-1		PDT000215698.2	2017-06-05T21:21:47Z	USA:NY	sponge	environmental/other		PDS000024470.18	0	17	fosX=COMPLETE,lin=COMPLETE	SAMN07173344	PDG000000001.2009	Listeria monocytogenes	GCA_004595735.1				2008-09-15	bcrB=COMPLETE,bcrC=COMPLETE	NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		51020	124	3015560	PAIRED	ILLUMINA	SRR5645635	CFSAN	2017-06-05T18:58:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAUWV	AAAUWV000000000.1
Listeria monocytogenes	08B08300J-1		PDT000215699.2	2017-06-05T21:21:47Z	USA:NY	sponge	environmental/other		PDS000024470.18	0	17	fosX=COMPLETE,lin=COMPLETE	SAMN07173345	PDG000000001.2009	Listeria monocytogenes	GCA_004595815.1				2008-09-15	bcrB=COMPLETE,bcrC=COMPLETE	NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		59468	110	2980459	PAIRED	ILLUMINA	SRR5645636	CFSAN	2017-06-05T18:58:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAUWK	AAAUWK000000000.1
Listeria monocytogenes	08B07549G-1		PDT000215702.2	2017-06-05T21:21:48Z	USA:NY	sponge	environmental/other		PDS000024470.18	25	27	fosX=COMPLETE,lin=COMPLETE	SAMN07173326	PDG000000001.2009	Listeria monocytogenes	GCA_004437845.1				2008-08-18	bcrB=COMPLETE,bcrC=COMPLETE	NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		437117	23	3041970	PAIRED	ILLUMINA	SRR5645639	CFSAN	2017-06-05T18:58:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAALIE	AAALIE000000000.1
Listeria monocytogenes	OSF101517		PDT000632185.1	2019-11-22T23:32:34Z	USA:WA	Environmental Sponge	environmental/other		PDS000024470.18	3	31	fosX=COMPLETE,lin=COMPLETE	SAMN13344321	PDG000000001.2009	Listeria monocytogenes	GCA_010083115.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA215355		50099	103	3094963	PAIRED	ILLUMINA	SRR10505987	CFSAN	2019-11-22T22:43:19Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AANDWF	AANDWF000000000.1
Listeria monocytogenes	OSF101832		PDT000638717.1	2019-12-03T15:29:06Z	USA:WA	Environmental Sponge	environmental/other		PDS000024470.18	13	25	fosX=COMPLETE,lin=COMPLETE	SAMN13442921	PDG000000001.2009	Listeria monocytogenes	GCA_010087075.1				2017		FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA215355		117683	37	3014268	PAIRED	ILLUMINA	SRR10568961	CFSAN	2019-12-03T14:45:49Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AANEAZ	AANEAZ000000000.1
Listeria monocytogenes	OSF101831		PDT000638735.1	2019-12-03T15:29:11Z	USA:WA	Environmental Sponge	environmental/other		PDS000024470.18	1	29	fosX=COMPLETE,lin=COMPLETE	SAMN13442994	PDG000000001.2009	Listeria monocytogenes	GCA_010087575.1				2017	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA215355		76401	86	3102251	PAIRED	ILLUMINA	SRR10568979	CFSAN	2019-12-03T14:45:49Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AANEBD	AANEBD000000000.1
Listeria monocytogenes	OSF103451		PDT000656726.1	2020-01-09T06:26:34Z	USA:WA	Environmental Sponge	environmental/other		PDS000024470.18	3	36	fosX=COMPLETE,lin=COMPLETE	SAMN13781636	PDG000000001.2009	Listeria monocytogenes	GCA_010035485.1				2017	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA215355		61000	100	3102790	PAIRED	ILLUMINA	SRR10854837	CFSAN	2020-01-09T05:24:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AANCZS	AANCZS000000000.1
