#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	Host	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
Listeria monocytogenes			PDT000741538.1	2020-05-20T15:25:00Z	Italy	liquor	clinical				homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6828968	PDG000000001.2001	Listeria monocytogenes	GCA_013135635.1				2014			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		516971	12	3003759	PAIRED	ILLUMINA	ERR4147342	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIXB	DABIXB000000000.1
Listeria monocytogenes			PDT000741539.1	2020-05-20T15:25:01Z	Italy	blood	clinical				homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6828986	PDG000000001.2001	Listeria monocytogenes	GCA_013135595.1				2012			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		476256	18	3000757	PAIRED	ILLUMINA	ERR4147343	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIWY	DABIWY000000000.1
Listeria monocytogenes			PDT000741542.1	2020-05-20T15:25:02Z	Italy	blood	clinical				homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829031	PDG000000001.2001	Listeria monocytogenes	GCA_013136455.1				2016			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		521353	31	3208838	PAIRED	ILLUMINA	ERR4147349	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIWZ	DABIWZ000000000.1
Listeria monocytogenes			PDT000741544.1	2020-05-20T15:25:04Z	Italy		clinical				homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6828954	PDG000000001.2001	Listeria monocytogenes	GCA_013136335.1				2012			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		477726	22	3236510	PAIRED	ILLUMINA	ERR4147351	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIWU	DABIWU000000000.1
Listeria monocytogenes			PDT000741548.1	2020-05-20T15:25:06Z	Italy	blood	clinical				homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6828948	PDG000000001.2001	Listeria monocytogenes	GCA_013135875.1				2016			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		477726	21	3109726	PAIRED	ILLUMINA	ERR4147355	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIWP	DABIWP000000000.1
Listeria monocytogenes			PDT000741576.1	2020-05-20T15:25:19Z	Italy	blood	clinical				homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829042	PDG000000001.2001	Listeria monocytogenes	GCA_013137725.1				2018	bcrB=COMPLETE,bcrC=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJEB34036		377348	29	3083869	PAIRED	ILLUMINA	ERR4151849	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIVS	DABIVS000000000.1
Listeria monocytogenes			PDT000742587.1	2020-05-21T22:23:18Z	Italy	blood	clinical				homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6828956	PDG000000001.2001	Listeria monocytogenes	GCA_013165545.1				2018			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		266469	72	3250521	PAIRED	ILLUMINA	ERR4151860	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABJAS	DABJAS000000000.1
Listeria monocytogenes			PDT000742598.1	2020-05-21T22:23:22Z	Italy	blood	clinical				homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6828996	PDG000000001.2001	Listeria monocytogenes	GCA_013165425.1				2017			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		357110	17	3021773	PAIRED	ILLUMINA	ERR4151871	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:26Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABJAJ	DABJAJ000000000.1
Listeria monocytogenes			PDT000741533.1	2020-05-20T15:24:56Z	Italy	blood	clinical	PDS000007098.6	4	23	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6828952	PDG000000001.2001	Listeria monocytogenes	GCA_013136115.1				2016			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		477725	20	3030639	PAIRED	ILLUMINA	ERR4147336	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIXG	DABIXG000000000.1
Listeria monocytogenes			PDT000742618.1	2020-05-21T22:23:29Z	Italy	blood	clinical	PDS000039359.12	23	1	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6828936	PDG000000001.2001	Listeria monocytogenes	GCA_013165325.1				2017			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		283632	23	2971092	PAIRED	ILLUMINA	ERR4151891	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:26Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIZZ	DABIZZ000000000.1
Listeria monocytogenes			PDT000741562.1	2020-05-20T15:25:12Z	Italy	blood	clinical	PDS000062976.2	1		homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829049	PDG000000001.2001	Listeria monocytogenes	GCA_013135855.1				2016			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		339053	26	3089386	PAIRED	ILLUMINA	ERR4147369	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIWE	DABIWE000000000.1
Listeria monocytogenes			PDT000741563.1	2020-05-20T15:25:13Z	Italy	blood	clinical	PDS000062976.2	0		homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829048	PDG000000001.2001	Listeria monocytogenes	GCA_013136595.1				2016			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		339053	26	3089906	PAIRED	ILLUMINA	ERR4147370	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIWD	DABIWD000000000.1
Listeria monocytogenes			PDT000742589.1	2020-05-21T22:23:19Z	Italy	blood	clinical	PDS000062976.2	3		homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829053	PDG000000001.2001	Listeria monocytogenes	GCA_013150765.1				2018			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		254868	33	3088493	PAIRED	ILLUMINA	ERR4151862	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIZQ	DABIZQ000000000.1
Listeria monocytogenes			PDT000742596.1	2020-05-21T22:23:21Z	Italy	blood	clinical	PDS000062976.2	1		homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829050	PDG000000001.2001	Listeria monocytogenes	GCA_013165625.1				2017			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		321184	23	3041367	PAIRED	ILLUMINA	ERR4151869	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:26Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABJAL	DABJAL000000000.1
Listeria monocytogenes			PDT000742604.1	2020-05-21T22:23:24Z	Italy	blood	clinical	PDS000062976.2	2		homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829054	PDG000000001.2001	Listeria monocytogenes	GCA_013148565.1				2018			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		339053	22	3032446	PAIRED	ILLUMINA	ERR4151877	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:26Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIZF	DABIZF000000000.1
Listeria monocytogenes			PDT000742606.1	2020-05-21T22:23:25Z	Italy	blood	clinical	PDS000062976.2	0		homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829051	PDG000000001.2001	Listeria monocytogenes	GCA_013165365.1				2017			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		282266	24	3028204	PAIRED	ILLUMINA	ERR4151879	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:26Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABJAE	DABJAE000000000.1
Listeria monocytogenes			PDT000742624.1	2020-05-21T22:23:30Z	Italy	blood	clinical	PDS000062976.2	0		homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829052	PDG000000001.2001	Listeria monocytogenes	GCA_013148505.1				2017			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		455968	20	2978068	PAIRED	ILLUMINA	ERR4151897	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:26Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIZE	DABIZE000000000.1
Listeria monocytogenes			PDT000738007.1	2020-05-17T23:22:12Z	Italy	blood	clinical	PDS000041947.55	0	11	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829008	PDG000000001.2001	Listeria monocytogenes	GCA_013121435.1				2015			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		300692	18	3143015	PAIRED	ILLUMINA	ERR4147345	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIVN	DABIVN000000000.1
Listeria monocytogenes			PDT000741495.1	2020-05-20T15:24:36Z	Italy	blood	clinical	PDS000041947.55	0	14	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6828999	PDG000000001.2001	Listeria monocytogenes	GCA_013137075.1				2015			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		299025	18	3135118	PAIRED	ILLUMINA	ERR4147297	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:24Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIYQ	DABIYQ000000000.1
Listeria monocytogenes			PDT000741496.1	2020-05-20T15:24:36Z	Italy		clinical	PDS000041947.55	0	11	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829009	PDG000000001.2001	Listeria monocytogenes	GCA_013137135.1				2015			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		300692	17	3140760	PAIRED	ILLUMINA	ERR4147298	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:24Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIYN	DABIYN000000000.1
Listeria monocytogenes			PDT000741499.1	2020-05-20T15:24:37Z	Italy	blood	clinical	PDS000041947.55	1	12	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829017	PDG000000001.2001	Listeria monocytogenes	GCA_013136995.1				2014			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		300692	18	3143287	PAIRED	ILLUMINA	ERR4147301	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:24Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIYL	DABIYL000000000.1
Listeria monocytogenes			PDT000741501.1	2020-05-20T15:24:38Z	Italy	blood	clinical	PDS000041947.55	0	11	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829013	PDG000000001.2001	Listeria monocytogenes	GCA_013137015.1				2015			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		300692	17	3142507	PAIRED	ILLUMINA	ERR4147303	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:24Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIYI	DABIYI000000000.1
Listeria monocytogenes			PDT000741505.1	2020-05-20T15:24:39Z	Italy	blood	clinical	PDS000041947.55	0	12	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829016	PDG000000001.2001	Listeria monocytogenes	GCA_013136765.1				2016			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		300692	18	3142261	PAIRED	ILLUMINA	ERR4147308	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:24Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIYG	DABIYG000000000.1
Listeria monocytogenes			PDT000741510.1	2020-05-20T15:24:41Z	Italy	liquor	clinical	PDS000041947.55	0	11	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829003	PDG000000001.2001	Listeria monocytogenes	GCA_013135695.1				2014			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		356805	16	3088284	PAIRED	ILLUMINA	ERR4147313	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIYA	DABIYA000000000.1
Listeria monocytogenes			PDT000741512.1	2020-05-20T15:24:43Z	Italy	blood	clinical	PDS000041947.55	21	23	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6828997	PDG000000001.2001	Listeria monocytogenes	GCA_013137035.1				2016	arsD=HMM		3.8.4	2020-05-04.1	COMBINED	PRJEB34036		369771	16	3079621	PAIRED	ILLUMINA	ERR4147315	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIXY	DABIXY000000000.1
Listeria monocytogenes			PDT000741513.1	2020-05-20T15:24:43Z	Italy	blood	clinical	PDS000041947.55	0	11	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829007	PDG000000001.2001	Listeria monocytogenes	GCA_013136895.1				2015			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		300692	22	3142837	PAIRED	ILLUMINA	ERR4147316	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIXZ	DABIXZ000000000.1
Listeria monocytogenes			PDT000741514.1	2020-05-20T15:24:44Z	Italy	blood	clinical	PDS000041947.55	0	11	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829002	PDG000000001.2001	Listeria monocytogenes	GCA_013136955.1				2014			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		296236	19	3143066	PAIRED	ILLUMINA	ERR4147317	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIXX	DABIXX000000000.1
Listeria monocytogenes			PDT000741515.1	2020-05-20T15:24:44Z	Italy	blood	clinical	PDS000041947.55	1	12	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829021	PDG000000001.2001	Listeria monocytogenes	GCA_013136875.1				2015			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		300692	16	3142652	PAIRED	ILLUMINA	ERR4147318	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIXW	DABIXW000000000.1
Listeria monocytogenes			PDT000741516.1	2020-05-20T15:24:45Z	Italy	blood	clinical	PDS000041947.55	6	17	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829026	PDG000000001.2001	Listeria monocytogenes	GCA_013136055.1				2016			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		357143	18	3060392	PAIRED	ILLUMINA	ERR4147319	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIXV	DABIXV000000000.1
Listeria monocytogenes			PDT000741519.1	2020-05-20T15:24:47Z	Italy	blood	clinical	PDS000041947.55	0	12	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829015	PDG000000001.2001	Listeria monocytogenes	GCA_013135995.1				2016			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		300692	17	3142493	PAIRED	ILLUMINA	ERR4147322	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIXT	DABIXT000000000.1
Listeria monocytogenes			PDT000741522.1	2020-05-20T15:24:49Z	Italy	blood	clinical	PDS000041947.55	0	11	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829010	PDG000000001.2001	Listeria monocytogenes	GCA_013136315.1				2015			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		356805	17	3088129	PAIRED	ILLUMINA	ERR4147325	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIXP	DABIXP000000000.1
Listeria monocytogenes			PDT000741523.1	2020-05-20T15:24:50Z	Italy	blood	clinical	PDS000041947.55	0	14	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829000	PDG000000001.2001	Listeria monocytogenes	GCA_013136275.1				2015			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		300692	17	3142585	PAIRED	ILLUMINA	ERR4147326	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIXO	DABIXO000000000.1
Listeria monocytogenes			PDT000741528.1	2020-05-20T15:24:53Z	Italy	blood	clinical	PDS000041947.55	0	11	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829006	PDG000000001.2001	Listeria monocytogenes	GCA_013829385.1				2015			3.8.4	2020-07-16.2	COMBINED	PRJEB34036		357117	19	3089111	PAIRED	ILLUMINA	ERR4147331	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABMMX	DABMMX000000000.1
Listeria monocytogenes			PDT000741531.1	2020-05-20T15:24:55Z	Italy	liquor	clinical	PDS000041947.55	1	12	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829018	PDG000000001.2001	Listeria monocytogenes	GCA_013136155.1				2014			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		300692	17	3142976	PAIRED	ILLUMINA	ERR4147334	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIXJ	DABIXJ000000000.1
Listeria monocytogenes			PDT000741534.1	2020-05-20T15:24:57Z	Italy	blood	clinical	PDS000041947.55	0	11	homo sapiens	fosX=COMPLETE,lin=COMPLETE	SAMEA6829012	PDG000000001.2001	Listeria monocytogenes	GCA_013135675.1				2015			3.8.4	2020-05-04.1	COMBINED	PRJEB34036		300692	17	3142096	PAIRED	ILLUMINA	ERR4147337	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA LOMBAR	2020-05-16T22:26:25Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	DABIXF	DABIXF000000000.1
